question_id,question,answer1_id,answer1,answer2_id,answer2
0025577043f5090cd603c6aea60f26e236195594, what is mark's only outlet? ,0025577043f5090cd603c6aea60f26e236195594, mark is a loner an outsider whose only outlet for his teenage angst and aggression is his unauthorized radio station. ,0025577043f5090cd603c6aea60f26e236195594, mark is a loner  an outsider  whose only outlet for his teenage angst and aggression is his unauthorized radio station. 
0025577043f5090cd603c6aea60f26e236195594, what is mark's pirate station's theme song ? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0025577043f5090cd603c6aea60f26e236195594, what is nora diniro to mark? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0025577043f5090cd603c6aea60f26e236195594, why does nora track mark down? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0025577043f5090cd603c6aea60f26e236195594, what does mark urge his listeners to do? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0025577043f5090cd603c6aea60f26e236195594, who is called in to investigate mark's radio station? ,0025577043f5090cd603c6aea60f26e236195594, eventually the radio show causes so much trouble in the community that the fcc is called in to investigate. ,0025577043f5090cd603c6aea60f26e236195594, eventually  the radio show causes so much trouble in the community that the fcc is called in to investigate. 
0025577043f5090cd603c6aea60f26e236195594, why did the principal commit fraud? ,3d20c51d711c74ec6eedf15e7550f70ed6d17e6f, he was the cause of most of the voices  but he claims that he did not tell theodore to commit the murders. ,3d20c51d711c74ec6eedf15e7550f70ed6d17e6f, he was the cause of most of the voices but he claims that he did not tell theodore to commit the murders. 
0025577043f5090cd603c6aea60f26e236195594, what did the principal do with poor achieving students? ,0025577043f5090cd603c6aea60f26e236195594, while this is happening  other students act out in cathartic release. ,0025577043f5090cd603c6aea60f26e236195594, while this is happening other students act out in cathartic release. 
0025577043f5090cd603c6aea60f26e236195594, who drives the jeep while mark broadcasts? ,0025577043f5090cd603c6aea60f26e236195594, pursued by the police and the fcc nora drives the jeep around while mark broadcasts. ,0025577043f5090cd603c6aea60f26e236195594, pursued by the police and the fcc  nora drives the jeep around while mark broadcasts. 
0025577043f5090cd603c6aea60f26e236195594, where does mark go to school? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0025577043f5090cd603c6aea60f26e236195594, where does mark broadcast his radio station? ,0025577043f5090cd603c6aea60f26e236195594, mark hunter (slater) a high school student in a sleepy suburb of phoenix arizona starts an fm pirate radio station that broadcasts from the basement of his parents' house. ,0025577043f5090cd603c6aea60f26e236195594, pursued by the police and the fcc nora drives the jeep around while mark broadcasts. 
0025577043f5090cd603c6aea60f26e236195594, what does mark use the song everybody knows for? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0025577043f5090cd603c6aea60f26e236195594," ""when harry tries to reason with malcolm ",0025577043f5090cd603c6aea60f26e236195594, nobody knows the true identity of hard harry or happy harry hard on  as mark refers to himself  until nora diniro ( mathis )  a fellow student  tracks him down and confronts him the day after a student named malcolm commits suicide after harry attempts to reason with him. ,0025577043f5090cd603c6aea60f26e236195594, nobody knows the true identity of hard harry or happy harry hard on as mark refers to himself until nora diniro (mathis) a fellow student tracks him down and confronts him the day after a student named malcolm commits suicide after harry attempts to reason with him. 
0025577043f5090cd603c6aea60f26e236195594, what does paige do with her medals? ,0025577043f5090cd603c6aea60f26e236195594, the radio show becomes increasingly popular and influential after harry confronts the suicide head on exhorting his listeners to do something about their problems instead of surrendering to them through suicideâat the crescendo of his yelled speech an overachieving student named paige woodward (who has been a constant listener) jams her various medals and accolades into a microwave and turns it on. ,0025577043f5090cd603c6aea60f26e236195594, the radio show becomes increasingly popular and influential after harry confronts the suicide head on  exhorting his listeners to do something about their problems instead of surrendering to them through suicideâat the crescendo of his yelled speech  an overachieving student named paige woodward ( who has been a constant listener ) jams her various medals and accolades into a microwave and turns it on. 
0025577043f5090cd603c6aea60f26e236195594, how does paige get injured? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0025577043f5090cd603c6aea60f26e236195594, why is the fcc called? ,0025577043f5090cd603c6aea60f26e236195594, eventually the radio show causes so much trouble in the community that the fcc is called in to investigate. ,0025577043f5090cd603c6aea60f26e236195594, eventually  the radio show causes so much trouble in the community that the fcc is called in to investigate. 
0025577043f5090cd603c6aea60f26e236195594, what was the principle doing with the problem students? ,0025577043f5090cd603c6aea60f26e236195594, while this is happening other students act out in cathartic release. ,0025577043f5090cd603c6aea60f26e236195594, while this is happening  other students act out in cathartic release. 
0025577043f5090cd603c6aea60f26e236195594, who is chasing mark and nora in the jeep? ,0025577043f5090cd603c6aea60f26e236195594, pursued by the police and the fcc  nora drives the jeep around while mark broadcasts. ,0025577043f5090cd603c6aea60f26e236195594, pursued by the police and the fcc nora drives the jeep around while mark broadcasts. 
0025577043f5090cd603c6aea60f26e236195594, what are the students doing when mark and nora drive up? ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. ,0025577043f5090cd603c6aea60f26e236195594, the police step in and arrest mark and nora. 
0029bdbe75423337b551e42bb31f9a102785376f, who is miss delmer? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, who does arabella mason wed? ,0029bdbe75423337b551e42bb31f9a102785376f, miss delmar invites arabella mason  the daughter of a deceased  well liked steward to stay with her as a lower class guest in the house. ,0029bdbe75423337b551e42bb31f9a102785376f, miss delmar invites arabella mason the daughter of a deceased well liked steward to stay with her as a lower class guest in the house. 
0029bdbe75423337b551e42bb31f9a102785376f, how does percival keene get his name? ,0029bdbe75423337b551e42bb31f9a102785376f, she later gives birth to a boy who takes the captain's christian name and ben's surname the titular percival keene. ,0029bdbe75423337b551e42bb31f9a102785376f, she later gives birth to a boy  who takes the captain s christian name and ben s surname the titular percival keene. 
0029bdbe75423337b551e42bb31f9a102785376f, who is the bully that steals percival's lunch? ,0029bdbe75423337b551e42bb31f9a102785376f, mr. o'gallagher routinely bullies percival by stealing his lunch leading percival to seek revenge by poisoning his sandwiches with calomel. ,0029bdbe75423337b551e42bb31f9a102785376f, mr. o'gallagher routinely bullies percival by stealing his lunch  leading percival to seek revenge by poisoning his sandwiches with calomel. 
0029bdbe75423337b551e42bb31f9a102785376f, how does percival get even with o'gallagher after he takes all of the boy's fireworks? ,0029bdbe75423337b551e42bb31f9a102785376f, mr. o'gallagher routinely bullies percival by stealing his lunch  leading percival to seek revenge by poisoning his sandwiches with calomel. ,0029bdbe75423337b551e42bb31f9a102785376f, mr. o'gallagher routinely bullies percival by stealing his lunch leading percival to seek revenge by poisoning his sandwiches with calomel. 
0029bdbe75423337b551e42bb31f9a102785376f, who does percival convince the pirates to spare? ,0029bdbe75423337b551e42bb31f9a102785376f, during the taking of one such vessel  percival is able is convince the captain to spare the lives of a wealthy dutch merchant and his young daughter  minnie. ,0029bdbe75423337b551e42bb31f9a102785376f, during the taking of one such vessel percival is able is convince the captain to spare the lives of a wealthy dutch merchant and his young daughter minnie. 
0029bdbe75423337b551e42bb31f9a102785376f, how does percival save captain delmar's life? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, what shocking news does percival's mother admit to? ,0029bdbe75423337b551e42bb31f9a102785376f, however percival's mother and grandmother are less fond of his disregard for manners and insist on sending him to school after an episode in which he bites his grandmother. ,265fa34cf1f2c6145cce7ee9402bb3af6d898624, she later explains that most times she does not know why she lies and will always admit to them afterward. 
0029bdbe75423337b551e42bb31f9a102785376f, what happens when percival is captured by the french? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, early in his service in the navy  percival is captured during a pirate raid along with others. 
0029bdbe75423337b551e42bb31f9a102785376f, what news does percival receive at the end of the story? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, what is the name of the de versely family house? ,0029bdbe75423337b551e42bb31f9a102785376f, he also receives a letter from the de versely attorney letting him know he has been granted the arms and name of delmar.at madeline hall  an old mansion house near southampton belonging to the wealthy de versely family  lives an elderly spinster miss delmar  the aunt of the earl de versely and captain delmar. ,0029bdbe75423337b551e42bb31f9a102785376f, at madeline hall an old mansion house near southampton belonging to the wealthy de versely family lives an elderly spinster miss delmar the aunt of the earl de versely and captain delmar. 
0029bdbe75423337b551e42bb31f9a102785376f, who lives at madeline hall? ,0029bdbe75423337b551e42bb31f9a102785376f, captain delmar is known to visit his aunt at madeline hall frequently  accompanied by his valet ben keene  who is also a private marine. ,0029bdbe75423337b551e42bb31f9a102785376f, captain delmar is known to visit his aunt at madeline hall frequently accompanied by his valet ben keene who is also a private marine. 
0029bdbe75423337b551e42bb31f9a102785376f, who does capitan delmar suggest ben marry in secret? ,0029bdbe75423337b551e42bb31f9a102785376f, captain delmar eventually suggests that ben should propose to arabella and the two marry in secret to the frustration of miss delmar and arabella's mother. ,0029bdbe75423337b551e42bb31f9a102785376f, captain delmar eventually suggests that ben should propose to arabella  and the two marry in secret  to the frustration of miss delmar and arabella s mother. 
0029bdbe75423337b551e42bb31f9a102785376f, who is ben and arabella's son? ,0029bdbe75423337b551e42bb31f9a102785376f, captain delmar eventually suggests that ben should propose to arabella and the two marry in secret to the frustration of miss delmar and arabella's mother. ,08ac6c0dca91fee93d27c7caf85bb57e17d4fc46, ben lets his son in on his plans. 
0029bdbe75423337b551e42bb31f9a102785376f, what does percival do to his grandmother that caused him to go away to school? ,0029bdbe75423337b551e42bb31f9a102785376f, however  percival s mother and grandmother are less fond of his disregard for manners  and insist on sending him to school after an episode in which he bites his grandmother. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. 
0029bdbe75423337b551e42bb31f9a102785376f, who's lives does percival convince the pirate captain to spare? ,0029bdbe75423337b551e42bb31f9a102785376f, during the taking of one such vessel percival is able is convince the captain to spare the lives of a wealthy dutch merchant and his young daughter minnie. ,0029bdbe75423337b551e42bb31f9a102785376f, during the taking of one such vessel  percival is able is convince the captain to spare the lives of a wealthy dutch merchant and his young daughter  minnie. 
0029bdbe75423337b551e42bb31f9a102785376f, who becomes lord de versely after his brother dies? ,0029bdbe75423337b551e42bb31f9a102785376f, at this point the captain receives news that his older brother has died making him the new lord de versely and before returning to england he grants perceval command of his own schooner. ,0029bdbe75423337b551e42bb31f9a102785376f, at this point  the captain receives news that his older brother has died  making him the new lord de versely  and before returning to england he grants perceval command of his own schooner. 
0029bdbe75423337b551e42bb31f9a102785376f, what is percival promoted to after a battalion with a french war ship? ,0029bdbe75423337b551e42bb31f9a102785376f, after another intense but successful battle with a french war ship  percival is promoted to captain. ,0029bdbe75423337b551e42bb31f9a102785376f, after another intense but successful battle with a french war ship percival is promoted to captain. 
0029bdbe75423337b551e42bb31f9a102785376f, who does percival propose to? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, what is percival granted at the end of the story? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, who is arabella manson? ,0029bdbe75423337b551e42bb31f9a102785376f, captain delmar eventually suggests that ben should propose to arabella  and the two marry in secret  to the frustration of miss delmar and arabella s mother. ,0029bdbe75423337b551e42bb31f9a102785376f, the captain is able to smooth over the situation with his aunt  even after it is discovered that arabella was six months pregnant at the time of the marriage. 
0029bdbe75423337b551e42bb31f9a102785376f, who is been kneene? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, who did ben married in secrete ? ,0029bdbe75423337b551e42bb31f9a102785376f, the family moves to chatham  after ben is ordered back with his detachment. ,0029bdbe75423337b551e42bb31f9a102785376f, the family moves to chatham after ben is ordered back with his detachment. 
0029bdbe75423337b551e42bb31f9a102785376f, who was percival kneene? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, what school did percival was sent to? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, who was percival biological father? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, why did h. m. calliope took percival as prisoner? ,0029bdbe75423337b551e42bb31f9a102785376f, eventually the h.m. calliope takes the pirate ship  and percival unrecognizable with his dyed skin is taken as a prisoner  later to convince his fellow shipman of his true identity. ,0029bdbe75423337b551e42bb31f9a102785376f, eventually the h.m. calliope takes the pirate ship and percival unrecognizable with his dyed skin is taken as a prisoner later to convince his fellow shipman of his true identity. 
0029bdbe75423337b551e42bb31f9a102785376f, who did percival reunited with? ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father's name. ,0029bdbe75423337b551e42bb31f9a102785376f, percival is still disappointed that he can not take his father s name. 
0029bdbe75423337b551e42bb31f9a102785376f, who was minnie? ,0029bdbe75423337b551e42bb31f9a102785376f, he also keeps correspondence with minnie developing a romance with the beautiful heiress. ,0029bdbe75423337b551e42bb31f9a102785376f, he also keeps correspondence with minnie  developing a romance with the beautiful heiress. 
00936497f5884881f1df23f4834f6739552cee8b, what country do the explorers eventually return to at the end? ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. 
00936497f5884881f1df23f4834f6739552cee8b, what species was already extinct but one was killed during the course of the story? ,00936497f5884881f1df23f4834f6739552cee8b, an anachronistic killing of a bluebuck antelope  a species which was already extinct. ,00936497f5884881f1df23f4834f6739552cee8b, an anachronistic killing of a bluebuck antelope a species which was already extinct. 
00936497f5884881f1df23f4834f6739552cee8b, what type of birds attack the balloon? ,00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors leading to a dramatic action as joe leaps out of the balloon. ,00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors  leading to a dramatic action as joe leaps out of the balloon. 
00936497f5884881f1df23f4834f6739552cee8b," ""where are the explorers when they run out of water ",00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. 
00936497f5884881f1df23f4834f6739552cee8b, what was the tribe going to do to the missionary before he is rescued by the explorers? ,00936497f5884881f1df23f4834f6739552cee8b, some examples include : rescuing of a missionary from a tribe that was preparing to sacrifice him. ,00936497f5884881f1df23f4834f6739552cee8b, some examples include: rescuing of a missionary from a tribe that was preparing to sacrifice him. 
00936497f5884881f1df23f4834f6739552cee8b, the initial exploration is to find the source of what? ,00936497f5884881f1df23f4834f6739552cee8b, a good deal of the initial exploration is to focus on the finding of the source of the nile an event that occurs in chapter 18 (out of 43). ,00936497f5884881f1df23f4834f6739552cee8b, a good deal of the initial exploration is to focus on the finding of the source of the nile  an event that occurs in chapter 18 ( out of 43 ). 
00936497f5884881f1df23f4834f6739552cee8b, what area is described as a desert but is actually a savanna? ,00936497f5884881f1df23f4834f6739552cee8b, the book describes the unknown interior of africa near modern day central african republic as a desert when it is actually savanna. ,00936497f5884881f1df23f4834f6739552cee8b, the book describes the unknown interior of africa near modern day central african republic as a desert  when it is actually savanna. 
00936497f5884881f1df23f4834f6739552cee8b, what are the names of dr. ferguson's companions? ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. 
00936497f5884881f1df23f4834f6739552cee8b, where does the trip begin on the east coast? ,00936497f5884881f1df23f4834f6739552cee8b, the trip begins in zanzibar on the east coast and passes across lake victoria lake chad agadez timbuktu djenné and ségou to st louis in modern day senegal on the west coast. ,00936497f5884881f1df23f4834f6739552cee8b, the trip begins in zanzibar on the east coast  and passes across lake victoria  lake chad  agadez  timbuktu  djenné and ségou to st louis in modern day senegal on the west coast. 
00936497f5884881f1df23f4834f6739552cee8b, where do dr. samuel ferguson and his companions travel across in the hydrogen balloon? ,00936497f5884881f1df23f4834f6739552cee8b, a scholar and explorer dr. samuel ferguson accompanied by his manservant joe and his friend professional hunter richard dick kennedy sets out to travel across the african continent — still not fully explored — with the help of a balloon filled with hydrogen. ,00936497f5884881f1df23f4834f6739552cee8b, the story abruptly ends after the african trip with only a brief synopsis of what follows.a scholar and explorer  dr. samuel ferguson  accompanied by his manservant joe and his friend professional hunter richard dick kennedy  sets out to travel across the african continent — still not fully explored — with the help of a balloon filled with hydrogen. 
00936497f5884881f1df23f4834f6739552cee8b, who was dr. ferguson's man servant? ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. 
00936497f5884881f1df23f4834f6739552cee8b, what type of gas is used in the balloon? ,00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors leading to a dramatic action as joe leaps out of the balloon. ,00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors  leading to a dramatic action as joe leaps out of the balloon. 
00936497f5884881f1df23f4834f6739552cee8b, what is the primary focus of the explorers at the beginning of their journey? ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. 
00936497f5884881f1df23f4834f6739552cee8b, what sort of landscape is used to describe the interior of africa? ,00936497f5884881f1df23f4834f6739552cee8b, the book describes the unknown interior of africa near modern day central african republic as a desert  when it is actually savanna. ,00936497f5884881f1df23f4834f6739552cee8b, the book describes the unknown interior of africa near modern day central african republic as a desert when it is actually savanna. 
00936497f5884881f1df23f4834f6739552cee8b," ""when the balloon is over run by condors ",00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors leading to a dramatic action as joe leaps out of the balloon. ,00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors  leading to a dramatic action as joe leaps out of the balloon. 
00936497f5884881f1df23f4834f6739552cee8b, what is dick kennedy's profession? ,00936497f5884881f1df23f4834f6739552cee8b, a scholar and explorer dr. samuel ferguson accompanied by his manservant joe and his friend professional hunter richard dick kennedy sets out to travel across the african continent — still not fully explored — with the help of a balloon filled with hydrogen. ,1b0fb60ae65cb97ab4278e4296de48583fdaa269, he and his wife take dick to go get the money. 
00936497f5884881f1df23f4834f6739552cee8b, which explorer had previously gone on expeditions in the areas around the regions of the sahara and chad? ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. 
00936497f5884881f1df23f4834f6739552cee8b, which country do the explorers return to after their african expedition? ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. 
00936497f5884881f1df23f4834f6739552cee8b, where does the explorers trip in africa begin? ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. 
00936497f5884881f1df23f4834f6739552cee8b, why did the explorers save the missionary? ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. ,00936497f5884881f1df23f4834f6739552cee8b, the second leg is to link up the other explorers. 
00936497f5884881f1df23f4834f6739552cee8b, who accompanied dr.samuel ferguson on his trip to africa? ,00936497f5884881f1df23f4834f6739552cee8b, the story abruptly ends after the african trip with only a brief synopsis of what follows.a scholar and explorer  dr. samuel ferguson  accompanied by his manservant joe and his friend professional hunter richard dick kennedy  sets out to travel across the african continent — still not fully explored — with the help of a balloon filled with hydrogen. ,00936497f5884881f1df23f4834f6739552cee8b, a scholar and explorer dr. samuel ferguson accompanied by his manservant joe and his friend professional hunter richard dick kennedy sets out to travel across the african continent — still not fully explored — with the help of a balloon filled with hydrogen. 
00936497f5884881f1df23f4834f6739552cee8b, what was dr. ferguson's profession? ,00ee9e01a0e581e0d8cbf7e865a895147c480c5e, chelios reveals his true profession to her and that he was planning to retire to spend more time with her. ,00ee9e01a0e581e0d8cbf7e865a895147c480c5e, chelios reveals his true profession to her and that he was planning to retire to spend more time with her. 
00936497f5884881f1df23f4834f6739552cee8b, why did joe jumped out of the balloon? ,00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors leading to a dramatic action as joe leaps out of the balloon. ,00936497f5884881f1df23f4834f6739552cee8b, an attack on the balloon by condors  leading to a dramatic action as joe leaps out of the balloon. 
00936497f5884881f1df23f4834f6739552cee8b, what was the purpose of dr. ferguson's trip to africa? ,00936497f5884881f1df23f4834f6739552cee8b, the story abruptly ends after the african trip  with only a brief synopsis of what follows. ,2527b96b0a25841507a88966736c4e40181db6c9, clay spends valued time with malcolm x and the two decide to take a trip to africa. 
00936497f5884881f1df23f4834f6739552cee8b, what was the first african place they landed on? ,00936497f5884881f1df23f4834f6739552cee8b, the story abruptly ends after the african trip  with only a brief synopsis of what follows. ,00936497f5884881f1df23f4834f6739552cee8b, the book describes the unknown interior of africa near modern day central african republic as a desert when it is actually savanna. 
00936497f5884881f1df23f4834f6739552cee8b, what did mr. kennedy do for a living? ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. 
00936497f5884881f1df23f4834f6739552cee8b, what was the main focus at the beginning of the trip? ,0bc7352d6a0e678c0d8acc57c0c1cc3466fe9ef7, lucky has also had tragedy in his life : his main focus is caring for his young daughter keisha. ,0bc7352d6a0e678c0d8acc57c0c1cc3466fe9ef7, lucky has also had tragedy in his life: his main focus is caring for his young daughter keisha. 
00936497f5884881f1df23f4834f6739552cee8b, where was the starting point of the trip? ,00936497f5884881f1df23f4834f6739552cee8b, the story abruptly ends after the african trip  with only a brief synopsis of what follows. ,16d75b7fbd36243f7315988d26324a1e6e0155ad, the starting point was merely to open carl s mind to other possibilities  not to permanently take away his ability to say no if he needed to. 
00936497f5884881f1df23f4834f6739552cee8b, who did they rescue from a native tribe? ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. ,00936497f5884881f1df23f4834f6739552cee8b, the actions taken to rescue joe later. 
00950a3641e6a28b04a6fabf6334140e2deaa9fd, what was the name of olivia's former master that she was escaping from? ,00950a3641e6a28b04a6fabf6334140e2deaa9fd, conan is less than convinced of olivia's fears; he is more concerned by whatever it is lurking in the jungle lobbing giant boulders at the two fugitives. ,00950a3641e6a28b04a6fabf6334140e2deaa9fd, the newcomer has seen all his friends betrayed and treacherously cut down to a man before escaping into the marshes. 
